date,sku_id,product_name,category,price,cost,competitor_price,quantity_sold
2023-03-06,101,Snacks_Product_1,Snacks,21.75,14.88,26.17,4
2023-03-07,101,Snacks_Product_1,Snacks,25.24,14.88,23.48,3
2023-03-08,101,Snacks_Product_1,Snacks,24.59,14.88,20.57,3
2023-03-09,101,Snacks_Product_1,Snacks,24.99,14.88,22.35,3
2023-03-10,101,Snacks_Product_1,Snacks,22.64,14.88,24.31,3
2023-03-11,101,Snacks_Product_1,Snacks,22.27,14.88,24.98,3
2023-03-12,101,Snacks_Product_1,Snacks,21.68,14.88,22.27,3
2023-03-13,101,Snacks_Product_1,Snacks,23.3,14.88,21.42,3
2023-03-14,101,Snacks_Product_1,Snacks,24.45,14.88,26.43,3
2023-03-15,101,Snacks_Product_1,Snacks,23.5,14.88,27.5,3
2023-03-16,101,Snacks_Product_1,Snacks,23.71,14.88,24.2,3
2023-03-17,101,Snacks_Product_1,Snacks,25.96,14.88,21.65,3
2023-03-18,101,Snacks_Product_1,Snacks,23.29,14.88,22.37,3
2023-03-19,101,Snacks_Product_1,Snacks,24.08,14.88,20.54,3
2023-03-20,101,Snacks_Product_1,Snacks,25.38,14.88,27.0,2
2023-03-21,101,Snacks_Product_1,Snacks,23.52,14.88,21.26,2
2023-03-22,101,Snacks_Product_1,Snacks,24.6,14.88,24.57,3
2023-03-23,101,Snacks_Product_1,Snacks,25.75,14.88,22.39,3
2023-03-24,101,Snacks_Product_1,Snacks,26.17,14.88,24.4,3
2023-03-25,101,Snacks_Product_1,Snacks,22.32,14.88,25.11,3
2023-03-26,101,Snacks_Product_1,Snacks,26.06,14.88,26.39,2
2023-03-27,101,Snacks_Product_1,Snacks,23.98,14.88,21.9,3
2023-03-28,101,Snacks_Product_1,Snacks,22.85,14.88,20.49,2
2023-03-29,101,Snacks_Product_1,Snacks,23.82,14.88,21.4,3
2023-03-30,101,Snacks_Product_1,Snacks,26.32,14.88,26.9,2
2023-03-31,101,Snacks_Product_1,Snacks,23.98,14.88,26.71,3
2023-04-01,101,Snacks_Product_1,Snacks,23.19,14.88,24.72,3
2023-04-02,101,Snacks_Product_1,Snacks,24.65,14.88,24.74,3
2023-04-03,101,Snacks_Product_1,Snacks,22.77,14.88,25.2,3
2023-04-04,101,Snacks_Product_1,Snacks,21.98,14.88,21.68,3
2023-04-05,101,Snacks_Product_1,Snacks,22.23,14.88,27.0,2
2023-04-06,101,Snacks_Product_1,Snacks,22.23,14.88,23.43,3
2023-04-07,101,Snacks_Product_1,Snacks,22.34,14.88,23.17,2
2023-04-08,101,Snacks_Product_1,Snacks,22.28,14.88,24.15,4
2023-04-09,101,Snacks_Product_1,Snacks,24.69,14.88,20.75,2
2023-04-10,101,Snacks_Product_1,Snacks,22.49,14.88,21.61,3
2023-04-11,101,Snacks_Product_1,Snacks,23.27,14.88,25.73,2
2023-04-12,101,Snacks_Product_1,Snacks,25.92,14.88,21.01,2
2023-04-13,101,Snacks_Product_1,Snacks,23.89,14.88,24.76,3
2023-04-14,101,Snacks_Product_1,Snacks,24.82,14.88,22.18,2
2023-04-15,101,Snacks_Product_1,Snacks,22.44,14.88,23.22,3
2023-04-16,101,Snacks_Product_1,Snacks,22.54,14.88,22.49,2
2023-04-17,101,Snacks_Product_1,Snacks,21.81,14.88,22.97,4
2023-04-18,101,Snacks_Product_1,Snacks,22.42,14.88,25.59,3
2023-04-19,101,Snacks_Product_1,Snacks,22.95,14.88,22.55,3
2023-04-20,101,Snacks_Product_1,Snacks,22.46,14.88,24.49,3
2023-04-21,101,Snacks_Product_1,Snacks,22.04,14.88,23.84,3
2023-04-22,101,Snacks_Product_1,Snacks,22.19,14.88,25.19,3
2023-04-23,101,Snacks_Product_1,Snacks,23.83,14.88,27.16,2
2023-04-24,101,Snacks_Product_1,Snacks,22.6,14.88,25.69,3
2023-04-25,101,Snacks_Product_1,Snacks,23.36,14.88,21.96,3
2023-04-26,101,Snacks_Product_1,Snacks,24.03,14.88,20.64,3
2023-04-27,101,Snacks_Product_1,Snacks,24.93,14.88,22.3,2
2023-04-28,101,Snacks_Product_1,Snacks,21.8,14.88,24.7,3
2023-04-29,101,Snacks_Product_1,Snacks,25.45,14.88,20.78,2
2023-04-30,101,Snacks_Product_1,Snacks,24.63,14.88,23.99,3
2023-05-01,101,Snacks_Product_1,Snacks,22.01,14.88,24.71,3
2023-05-02,101,Snacks_Product_1,Snacks,25.81,14.88,22.82,2
2023-05-03,101,Snacks_Product_1,Snacks,26.04,14.88,25.97,3
2023-05-04,101,Snacks_Product_1,Snacks,21.91,14.88,21.18,3
2023-05-05,101,Snacks_Product_1,Snacks,22.94,14.88,20.95,3
2023-05-06,101,Snacks_Product_1,Snacks,25.48,14.88,25.66,2
2023-05-07,101,Snacks_Product_1,Snacks,25.21,14.88,23.98,2
2023-05-08,101,Snacks_Product_1,Snacks,22.5,14.88,25.37,3
2023-05-09,101,Snacks_Product_1,Snacks,22.62,14.88,23.54,2
2023-05-10,101,Snacks_Product_1,Snacks,23.39,14.88,22.19,3
2023-05-11,101,Snacks_Product_1,Snacks,23.94,14.88,26.31,3
2023-05-12,101,Snacks_Product_1,Snacks,24.58,14.88,26.17,3
2023-05-13,101,Snacks_Product_1,Snacks,23.38,14.88,25.42,3
2023-05-14,101,Snacks_Product_1,Snacks,23.83,14.88,22.37,2
2023-05-15,101,Snacks_Product_1,Snacks,25.2,14.88,24.66,2
2023-05-16,101,Snacks_Product_1,Snacks,21.79,14.88,23.01,3
2023-05-17,101,Snacks_Product_1,Snacks,22.83,14.88,21.07,3
2023-05-18,101,Snacks_Product_1,Snacks,25.04,14.88,27.02,3
2023-05-19,101,Snacks_Product_1,Snacks,25.91,14.88,21.4,3
2023-05-20,101,Snacks_Product_1,Snacks,24.07,14.88,27.26,3
2023-05-21,101,Snacks_Product_1,Snacks,24.17,14.88,23.63,3
2023-05-22,101,Snacks_Product_1,Snacks,22.13,14.88,21.75,3
2023-05-23,101,Snacks_Product_1,Snacks,23.76,14.88,24.32,3
2023-05-24,101,Snacks_Product_1,Snacks,24.17,14.88,26.7,3
2023-05-25,101,Snacks_Product_1,Snacks,22.78,14.88,25.69,3
2023-05-26,101,Snacks_Product_1,Snacks,22.91,14.88,26.22,3
2023-05-27,101,Snacks_Product_1,Snacks,23.42,14.88,25.16,3
2023-05-28,101,Snacks_Product_1,Snacks,21.71,14.88,25.4,3
2023-05-29,101,Snacks_Product_1,Snacks,23.16,14.88,26.53,3
2023-05-30,101,Snacks_Product_1,Snacks,22.63,14.88,22.21,2
2023-05-31,101,Snacks_Product_1,Snacks,23.19,14.88,23.94,3
2023-06-01,101,Snacks_Product_1,Snacks,22.19,14.88,22.01,3
2023-06-02,101,Snacks_Product_1,Snacks,25.89,14.88,27.53,2
2023-06-03,101,Snacks_Product_1,Snacks,24.46,14.88,27.21,3
2023-06-04,101,Snacks_Product_1,Snacks,24.87,14.88,20.7,2
2023-06-05,101,Snacks_Product_1,Snacks,25.4,14.88,25.5,3
2023-06-06,101,Snacks_Product_1,Snacks,24.01,14.88,27.08,3
2023-06-07,101,Snacks_Product_1,Snacks,22.03,14.88,21.71,3
2023-06-08,101,Snacks_Product_1,Snacks,24.19,14.88,24.5,2
2023-06-09,101,Snacks_Product_1,Snacks,24.43,14.88,27.01,4
2023-06-10,101,Snacks_Product_1,Snacks,25.19,14.88,20.66,2
2023-06-11,101,Snacks_Product_1,Snacks,23.69,14.88,25.44,3
2023-06-12,101,Snacks_Product_1,Snacks,22.23,14.88,22.55,2
2023-06-13,101,Snacks_Product_1,Snacks,22.98,14.88,27.07,3
2023-06-14,101,Snacks_Product_1,Snacks,23.36,14.88,27.41,3
2023-06-15,101,Snacks_Product_1,Snacks,24.72,14.88,27.21,2
2023-06-16,101,Snacks_Product_1,Snacks,24.35,14.88,23.83,3
2023-06-17,101,Snacks_Product_1,Snacks,23.32,14.88,26.62,3
2023-06-18,101,Snacks_Product_1,Snacks,26.35,14.88,26.5,2
2023-06-19,101,Snacks_Product_1,Snacks,24.52,14.88,22.71,2
2023-06-20,101,Snacks_Product_1,Snacks,22.75,14.88,26.38,3
2023-06-21,101,Snacks_Product_1,Snacks,22.1,14.88,20.68,3
2023-06-22,101,Snacks_Product_1,Snacks,22.35,14.88,24.71,3
2023-06-23,101,Snacks_Product_1,Snacks,22.79,14.88,22.07,3
2023-06-24,101,Snacks_Product_1,Snacks,22.38,14.88,21.28,3
2023-06-25,101,Snacks_Product_1,Snacks,22.51,14.88,20.97,3
2023-06-26,101,Snacks_Product_1,Snacks,22.98,14.88,25.43,3
2023-06-27,101,Snacks_Product_1,Snacks,22.45,14.88,22.86,3
2023-06-28,101,Snacks_Product_1,Snacks,25.92,14.88,25.63,2
2023-06-29,101,Snacks_Product_1,Snacks,22.0,14.88,20.88,3
2023-06-30,101,Snacks_Product_1,Snacks,24.13,14.88,22.68,2
2023-07-01,101,Snacks_Product_1,Snacks,23.58,14.88,24.3,3
2023-07-02,101,Snacks_Product_1,Snacks,26.33,14.88,26.11,2
2023-07-03,101,Snacks_Product_1,Snacks,22.15,14.88,22.71,3
2023-07-04,101,Snacks_Product_1,Snacks,23.52,14.88,24.92,3
2023-07-05,101,Snacks_Product_1,Snacks,26.27,14.88,26.79,2
2023-07-06,101,Snacks_Product_1,Snacks,25.77,14.88,24.85,2
2023-07-07,101,Snacks_Product_1,Snacks,25.54,14.88,22.09,3
2023-07-08,101,Snacks_Product_1,Snacks,22.85,14.88,20.59,3
2023-07-09,101,Snacks_Product_1,Snacks,22.43,14.88,26.68,3
2023-07-10,101,Snacks_Product_1,Snacks,24.82,14.88,20.57,2
2023-07-11,101,Snacks_Product_1,Snacks,26.08,14.88,26.71,2
2023-07-12,101,Snacks_Product_1,Snacks,24.29,14.88,24.22,3
2023-07-13,101,Snacks_Product_1,Snacks,24.36,14.88,27.18,3
2023-07-14,101,Snacks_Product_1,Snacks,22.96,14.88,26.17,3
2023-07-15,101,Snacks_Product_1,Snacks,25.31,14.88,27.6,3
2023-07-16,101,Snacks_Product_1,Snacks,22.51,14.88,22.94,3
2023-07-17,101,Snacks_Product_1,Snacks,23.17,14.88,25.94,2
2023-07-18,101,Snacks_Product_1,Snacks,23.66,14.88,23.31,2
2023-07-19,101,Snacks_Product_1,Snacks,24.05,14.88,23.87,2
2023-07-20,101,Snacks_Product_1,Snacks,22.78,14.88,24.93,2
2023-07-21,101,Snacks_Product_1,Snacks,22.16,14.88,26.71,2
2023-07-22,101,Snacks_Product_1,Snacks,24.55,14.88,27.5,2
2023-07-23,101,Snacks_Product_1,Snacks,23.0,14.88,25.95,3
2023-07-24,101,Snacks_Product_1,Snacks,24.4,14.88,23.42,2
2023-07-25,101,Snacks_Product_1,Snacks,22.35,14.88,23.45,2
2023-07-26,101,Snacks_Product_1,Snacks,23.92,14.88,25.73,2
2023-07-27,101,Snacks_Product_1,Snacks,24.17,14.88,22.13,2
2023-07-28,101,Snacks_Product_1,Snacks,21.86,14.88,21.21,3
2023-07-29,101,Snacks_Product_1,Snacks,23.23,14.88,22.97,2
2023-07-30,101,Snacks_Product_1,Snacks,22.26,14.88,22.48,3
2023-07-31,101,Snacks_Product_1,Snacks,21.92,14.88,22.55,3
2023-08-01,101,Snacks_Product_1,Snacks,26.37,14.88,22.1,1
2023-08-02,101,Snacks_Product_1,Snacks,23.16,14.88,20.72,2
2023-08-03,101,Snacks_Product_1,Snacks,25.5,14.88,20.54,2
2023-08-04,101,Snacks_Product_1,Snacks,22.84,14.88,27.53,3
2023-08-05,101,Snacks_Product_1,Snacks,24.89,14.88,23.49,2
2023-08-06,101,Snacks_Product_1,Snacks,25.26,14.88,23.18,2
2023-08-07,101,Snacks_Product_1,Snacks,24.47,14.88,25.31,2
2023-08-08,101,Snacks_Product_1,Snacks,23.88,14.88,21.98,2
2023-08-09,101,Snacks_Product_1,Snacks,23.59,14.88,27.26,3
2023-08-10,101,Snacks_Product_1,Snacks,23.29,14.88,26.08,2
2023-08-11,101,Snacks_Product_1,Snacks,26.08,14.88,21.06,2
2023-08-12,101,Snacks_Product_1,Snacks,25.6,14.88,23.42,2
2023-08-13,101,Snacks_Product_1,Snacks,26.25,14.88,26.75,2
2023-08-14,101,Snacks_Product_1,Snacks,22.21,14.88,27.22,3
2023-08-15,101,Snacks_Product_1,Snacks,25.12,14.88,23.78,2
2023-08-16,101,Snacks_Product_1,Snacks,26.12,14.88,24.83,2
2023-08-17,101,Snacks_Product_1,Snacks,22.48,14.88,21.62,2
2023-08-18,101,Snacks_Product_1,Snacks,21.93,14.88,27.55,3
2023-08-19,101,Snacks_Product_1,Snacks,25.17,14.88,22.08,2
2023-08-20,101,Snacks_Product_1,Snacks,24.37,14.88,27.2,2
2023-08-21,101,Snacks_Product_1,Snacks,25.66,14.88,25.09,2
2023-08-22,101,Snacks_Product_1,Snacks,22.28,14.88,24.79,2
2023-08-23,101,Snacks_Product_1,Snacks,25.43,14.88,24.11,2
2023-08-24,101,Snacks_Product_1,Snacks,22.58,14.88,22.07,2
2023-08-25,101,Snacks_Product_1,Snacks,22.4,14.88,21.68,2
2023-08-26,101,Snacks_Product_1,Snacks,22.4,14.88,22.0,2
2023-08-27,101,Snacks_Product_1,Snacks,25.53,14.88,21.76,2
2023-08-28,101,Snacks_Product_1,Snacks,24.81,14.88,26.03,2
2023-08-29,101,Snacks_Product_1,Snacks,24.13,14.88,22.93,2
2023-08-30,101,Snacks_Product_1,Snacks,23.34,14.88,20.83,2
2023-08-31,101,Snacks_Product_1,Snacks,25.83,14.88,27.39,2
2023-09-01,101,Snacks_Product_1,Snacks,23.5,14.88,26.78,2
2023-09-02,101,Snacks_Product_1,Snacks,25.53,14.88,27.1,2
2023-09-03,101,Snacks_Product_1,Snacks,23.72,14.88,27.58,2
2023-09-04,101,Snacks_Product_1,Snacks,23.42,14.88,21.66,3
2023-09-05,101,Snacks_Product_1,Snacks,23.84,14.88,23.27,2
2023-09-06,101,Snacks_Product_1,Snacks,23.06,14.88,25.87,2
2023-09-07,101,Snacks_Product_1,Snacks,25.2,14.88,25.43,2
2023-09-08,101,Snacks_Product_1,Snacks,24.03,14.88,21.52,2
2023-09-09,101,Snacks_Product_1,Snacks,22.73,14.88,26.29,2
2023-09-10,101,Snacks_Product_1,Snacks,25.93,14.88,22.03,2
2023-09-11,101,Snacks_Product_1,Snacks,23.46,14.88,22.02,2
2023-09-12,101,Snacks_Product_1,Snacks,24.22,14.88,24.28,2
2023-09-13,101,Snacks_Product_1,Snacks,25.97,14.88,24.68,2
2023-09-14,101,Snacks_Product_1,Snacks,24.61,14.88,24.59,2
2023-09-15,101,Snacks_Product_1,Snacks,22.17,14.88,21.07,3
2023-09-16,101,Snacks_Product_1,Snacks,26.13,14.88,26.73,2
2023-09-17,101,Snacks_Product_1,Snacks,24.63,14.88,22.33,2
2023-09-18,101,Snacks_Product_1,Snacks,23.22,14.88,21.35,2
2023-09-19,101,Snacks_Product_1,Snacks,22.28,14.88,26.81,2
2023-09-20,101,Snacks_Product_1,Snacks,25.43,14.88,27.3,2
2023-09-21,101,Snacks_Product_1,Snacks,24.59,14.88,26.62,2
2023-09-22,101,Snacks_Product_1,Snacks,24.17,14.88,26.24,2
2023-09-23,101,Snacks_Product_1,Snacks,25.91,14.88,25.13,2
2023-09-24,101,Snacks_Product_1,Snacks,25.4,14.88,24.38,2
2023-09-25,101,Snacks_Product_1,Snacks,22.34,14.88,21.04,2
2023-09-26,101,Snacks_Product_1,Snacks,23.11,14.88,23.35,2
2023-09-27,101,Snacks_Product_1,Snacks,22.81,14.88,23.1,2
2023-09-28,101,Snacks_Product_1,Snacks,25.19,14.88,22.28,2
2023-09-29,101,Snacks_Product_1,Snacks,21.77,14.88,25.62,2
2023-09-30,101,Snacks_Product_1,Snacks,24.35,14.88,23.98,2
2023-10-01,101,Snacks_Product_1,Snacks,25.27,14.88,21.0,2
2023-10-02,101,Snacks_Product_1,Snacks,25.82,14.88,22.0,2
2023-10-03,101,Snacks_Product_1,Snacks,23.26,14.88,25.33,2
2023-10-04,101,Snacks_Product_1,Snacks,25.56,14.88,20.96,2
2023-10-05,101,Snacks_Product_1,Snacks,22.14,14.88,26.54,2
2023-10-06,101,Snacks_Product_1,Snacks,25.68,14.88,23.98,2
2023-10-07,101,Snacks_Product_1,Snacks,22.23,14.88,23.87,3
2023-10-08,101,Snacks_Product_1,Snacks,23.52,14.88,24.68,3
2023-10-09,101,Snacks_Product_1,Snacks,25.44,14.88,26.35,2
2023-10-10,101,Snacks_Product_1,Snacks,22.33,14.88,22.92,2
2023-10-11,101,Snacks_Product_1,Snacks,22.71,14.88,25.3,2
2023-10-12,101,Snacks_Product_1,Snacks,25.08,14.88,24.49,2
2023-10-13,101,Snacks_Product_1,Snacks,25.07,14.88,22.34,2
2023-10-14,101,Snacks_Product_1,Snacks,24.69,14.88,26.74,2
2023-10-15,101,Snacks_Product_1,Snacks,24.95,14.88,26.16,2
2023-10-16,101,Snacks_Product_1,Snacks,24.22,14.88,25.16,2
2023-10-17,101,Snacks_Product_1,Snacks,22.82,14.88,26.54,2
2023-10-18,101,Snacks_Product_1,Snacks,23.27,14.88,26.66,2
2023-10-19,101,Snacks_Product_1,Snacks,22.49,14.88,25.52,2
2023-10-20,101,Snacks_Product_1,Snacks,25.98,14.88,26.44,2
2023-10-21,101,Snacks_Product_1,Snacks,24.41,14.88,25.44,2
2023-10-22,101,Snacks_Product_1,Snacks,23.54,14.88,25.31,2
2023-10-23,101,Snacks_Product_1,Snacks,23.83,14.88,24.87,2
2023-10-24,101,Snacks_Product_1,Snacks,26.16,14.88,25.83,2
2023-10-25,101,Snacks_Product_1,Snacks,22.35,14.88,21.55,2
2023-10-26,101,Snacks_Product_1,Snacks,24.43,14.88,26.76,2
2023-10-27,101,Snacks_Product_1,Snacks,24.04,14.88,26.69,2
2023-10-28,101,Snacks_Product_1,Snacks,24.55,14.88,20.62,2
2023-10-29,101,Snacks_Product_1,Snacks,21.7,14.88,26.36,3
2023-10-30,101,Snacks_Product_1,Snacks,25.8,14.88,21.34,2
2023-10-31,101,Snacks_Product_1,Snacks,26.09,14.88,22.83,2
2023-11-01,101,Snacks_Product_1,Snacks,24.33,14.88,25.77,2
2023-11-02,101,Snacks_Product_1,Snacks,24.96,14.88,21.57,2
2023-11-03,101,Snacks_Product_1,Snacks,26.04,14.88,26.31,2
2023-11-04,101,Snacks_Product_1,Snacks,25.01,14.88,26.41,2
2023-11-05,101,Snacks_Product_1,Snacks,22.35,14.88,24.07,3
2023-11-06,101,Snacks_Product_1,Snacks,24.38,14.88,20.46,3
2023-11-07,101,Snacks_Product_1,Snacks,24.53,14.88,22.48,2
2023-11-08,101,Snacks_Product_1,Snacks,23.65,14.88,24.86,2
2023-11-09,101,Snacks_Product_1,Snacks,25.15,14.88,27.48,2
2023-11-10,101,Snacks_Product_1,Snacks,26.1,14.88,24.96,2
2023-11-11,101,Snacks_Product_1,Snacks,26.06,14.88,22.28,2
2023-11-12,101,Snacks_Product_1,Snacks,23.78,14.88,24.98,3
2023-11-13,101,Snacks_Product_1,Snacks,22.16,14.88,24.3,2
2023-11-14,101,Snacks_Product_1,Snacks,26.34,14.88,26.03,2
2023-11-15,101,Snacks_Product_1,Snacks,25.64,14.88,21.18,2
2023-11-16,101,Snacks_Product_1,Snacks,22.21,14.88,25.89,3
2023-11-17,101,Snacks_Product_1,Snacks,26.04,14.88,24.31,2
2023-11-18,101,Snacks_Product_1,Snacks,25.79,14.88,27.35,2
2023-11-19,101,Snacks_Product_1,Snacks,24.1,14.88,22.88,3
2023-11-20,101,Snacks_Product_1,Snacks,24.45,14.88,24.97,2
2023-11-21,101,Snacks_Product_1,Snacks,23.53,14.88,27.13,3
2023-11-22,101,Snacks_Product_1,Snacks,21.88,14.88,21.15,2
2023-11-23,101,Snacks_Product_1,Snacks,23.22,14.88,27.16,2
2023-11-24,101,Snacks_Product_1,Snacks,25.47,14.88,25.37,2
2023-11-25,101,Snacks_Product_1,Snacks,21.64,14.88,20.9,3
2023-11-26,101,Snacks_Product_1,Snacks,23.21,14.88,22.58,3
2023-11-27,101,Snacks_Product_1,Snacks,23.53,14.88,25.51,2
2023-11-28,101,Snacks_Product_1,Snacks,24.19,14.88,20.9,2
2023-11-29,101,Snacks_Product_1,Snacks,26.03,14.88,24.61,2
2023-11-30,101,Snacks_Product_1,Snacks,23.28,14.88,22.9,2
2023-12-01,101,Snacks_Product_1,Snacks,23.28,14.88,24.89,2
2023-12-02,101,Snacks_Product_1,Snacks,25.15,14.88,20.74,2
2023-12-03,101,Snacks_Product_1,Snacks,23.78,14.88,26.69,2
2023-12-04,101,Snacks_Product_1,Snacks,22.69,14.88,27.43,3
2023-12-05,101,Snacks_Product_1,Snacks,23.79,14.88,27.39,2
2023-12-06,101,Snacks_Product_1,Snacks,22.29,14.88,25.81,2
2023-12-07,101,Snacks_Product_1,Snacks,22.46,14.88,21.35,2
2023-12-08,101,Snacks_Product_1,Snacks,24.01,14.88,25.87,2
2023-12-09,101,Snacks_Product_1,Snacks,23.62,14.88,20.59,2
2023-12-10,101,Snacks_Product_1,Snacks,26.01,14.88,20.57,2
2023-12-11,101,Snacks_Product_1,Snacks,23.35,14.88,22.74,2
2023-12-12,101,Snacks_Product_1,Snacks,24.4,14.88,23.93,2
2023-12-13,101,Snacks_Product_1,Snacks,24.65,14.88,25.96,3
2023-12-14,101,Snacks_Product_1,Snacks,21.68,14.88,25.33,2
2023-12-15,101,Snacks_Product_1,Snacks,24.8,14.88,23.62,2
2023-12-16,101,Snacks_Product_1,Snacks,22.47,14.88,22.38,2
2023-12-17,101,Snacks_Product_1,Snacks,26.23,14.88,27.6,2
2023-12-18,101,Snacks_Product_1,Snacks,22.33,14.88,23.48,3
2023-12-19,101,Snacks_Product_1,Snacks,23.6,14.88,23.66,2
2023-12-20,101,Snacks_Product_1,Snacks,22.02,14.88,21.59,3
2023-12-21,101,Snacks_Product_1,Snacks,26.4,14.88,26.14,2
2023-12-22,101,Snacks_Product_1,Snacks,24.02,14.88,25.41,3
2023-12-23,101,Snacks_Product_1,Snacks,24.47,14.88,22.0,3
2023-12-24,101,Snacks_Product_1,Snacks,21.94,14.88,21.01,3
2023-12-25,101,Snacks_Product_1,Snacks,25.21,14.88,25.31,2
2023-12-26,101,Snacks_Product_1,Snacks,22.62,14.88,25.13,3
2023-12-27,101,Snacks_Product_1,Snacks,25.93,14.88,22.38,2
2023-12-28,101,Snacks_Product_1,Snacks,22.6,14.88,27.26,3
2023-12-29,101,Snacks_Product_1,Snacks,22.53,14.88,21.5,2
2023-12-30,101,Snacks_Product_1,Snacks,21.79,14.88,23.53,3
2023-12-31,101,Snacks_Product_1,Snacks,23.88,14.88,27.21,2
2024-01-01,101,Snacks_Product_1,Snacks,24.33,14.88,23.44,2
